Organisation,SctrCluster,Status,ProvinceCODE,MCODE,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
International Relief and Development,Early Recovery & Livelihoods,Completed,837,83718,
OXFAM,Early Recovery & Livelihoods,Ongoing,837,83718,
OXFAM,Early Recovery & Livelihoods,Ongoing,837,83718,
UNDP,Early Recovery & Livelihoods,Ongoing,837,83718,
WORLD RENEW,Early Recovery & Livelihoods,Completed,837,83718,
WORLD RENEW,Early Recovery & Livelihoods,Completed,837,83718,
WORLD RENEW,Early Recovery & Livelihoods,Completed,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Planned,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Planned,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Planned,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Planned,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Planned,837,83718,
WFP - World Food Programme,Nutrition,Planned,837,83718,
MedAir,Nutrition,Completed,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
Samaritan's Purse,Nutrition,Completed,837,83718,
WFP - World Food Programme,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,837,83718,
WFP - World Food Programme,Nutrition,Ongoing,837,83718,
WFP - World Food Programme,Nutrition,Ongoing,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Completed,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Completed,837,83718,
UNICEF - United Nations Children Fund,Nutrition,Completed,837,83718,
WFP - World Food Programme,Nutrition,Completed,837,83718,
WVI - World Vision International,Nutrition,Ongoing,837,83718,
WVI - World Vision International,Nutrition,Ongoing,837,83718,
DoH,WASH,Completed,837,83718,
MEDAIR,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
Plan Intl,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
PRC,WASH,Completed,837,83718,
SA,WASH,Completed,837,83718,
SA,WASH,Completed,837,83718,
SA,WASH,Completed,837,83718,
SA,WASH,Completed,837,83718,
SA,WASH,Completed,837,83718,
SA,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SC,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
SP,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
Unicef,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
WVI,WASH,Completed,837,83718,
ACF International Philippines Mission,Health,Completed,837,83718,
ACF International Philippines Mission,Health,Completed,837,83718,
ACF International Philippines Mission,Health,Completed,837,83718,
International Medical Corps,Health,Completed,837,83718,
Kusog Tacloban,Health,Ongoing,837,83718,
Mercy In Action,Health,Completed,837,83718,
MSF- Spain,Health,Completed,837,83718,
Philippine Red Cross,Health,Ongoing,837,83718,
Plan International,Health,Ongoing,837,83718,
Plan International,Health,Ongoing,837,83718,
Plan International,Health,Ongoing,837,83718,
Plan International,Health,Ongoing,837,83718,
Save the Children,Health,Ongoing,837,83718,
Save the Children,Health,Ongoing,837,83718,
Save the Children,Health,Ongoing,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNFPA - United Nations Population Fund,Health,Completed,837,83718,
UNICEF - United Nations Children's Fund,Health,Completed,837,83718,
Volunteer for the Visayans,Health,Ongoing,837,83718,
World Vision Philippines,Health,Ongoing,837,83718,
World Vision Philippines,Health,Completed,837,83718,
Christian Aid,Food Security and Agriculture,Completed,837,83718,
Christian Aid,Food Security and Agriculture,Completed,837,83718,
Christian Aid,Food Security and Agriculture,Completed,837,83718,
Christian Aid,Food Security and Agriculture,Completed,837,83718,
Christian Aid,Food Security and Agriculture,Completed,837,83718,
Christian Aid,Food Security and Agriculture,Completed,837,83718,
CWS,Food Security and Agriculture,Completed,837,83718,
CWS,Food Security and Agriculture,Completed,837,83718,
CWS,Food Security and Agriculture,Completed,837,83718,
CWS,Food Security and Agriculture,Completed,837,83718,
GIZ,Food Security and Agriculture,Planned,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
ICAN Foundation,Food Security and Agriculture,Completed,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
International Relief and Development,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross,Food Security and Agriculture,Completed,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Philippine Red Cross / IFRC,Food Security and Agriculture,Ongoing,837,83718,
Salvation Army,Food Security and Agriculture,Completed,837,83718,
Salvation Army,Food Security and Agriculture,Completed,837,83718,
Salvation Army,Food Security and Agriculture,Completed,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
World Vision,Food Security and Agriculture,Completed,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
World Vision,Food Security and Agriculture,Completed,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
Oxfam,Food Security and Agriculture,Ongoing,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
World Vision,Food Security and Agriculture,Planned,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
WFP,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
Save the Children,Food Security and Agriculture,Completed,837,83718,
